epoch,eval/knn_probe_top1,eval/linear_probe_top1_epoch,eval/linear_probe_top1_step,eval/linear_probe_top5_epoch,eval/linear_probe_top5_step,fit/inv_epoch,fit/inv_step,fit/loss_epoch,fit/loss_step,fit/sigreg_epoch,fit/sigreg_step,hparams/lr_default_0,hparams/lr_linear_probe,lr-AdamW,lr-AdamW-1,queue/embedding_fill_pct,queue/label_fill_pct,rankme,rankme/condition_number,rankme/entropy,rankme/top_singular_value,step,swa/n_averaged,train/linear_probe_loss_epoch,train/linear_probe_loss_step,validate/inv_epoch,validate/inv_step,validate/loss_epoch,validate/loss_step,validate/sigreg_epoch,validate/sigreg_step
,,,0.0712890625,,0.9609375,,,,,,,,,,,1.0,1.0,,,,,155,,,,,0.0,,0.0,,0.0
,,,0.15271808207035065,,0.858112096786499,,,,,,,,,,,1.0,1.0,,,,,156,,,,,0.0,,0.0,,0.0
,,,0.05078125,,0.84375,,,,,,,,,,,1.0,1.0,,,,,157,,,,,0.0,,0.0,,0.0
,,,0.0590277761220932,,0.890625,,,,,,,,,,,1.0,1.0,,,,,158,,,,,0.0,,0.0,,0.0
,,,0.029741862788796425,,0.771212100982666,,,,,,,,,,,1.0,1.0,,,,,159,,,,,0.0,,0.0,,0.0
,,,0.0008680555620230734,,0.7109375,,,,,,,,,,,1.0,1.0,,,,,160,,,,,0.0,,0.0,,0.0
,,,0.0026041667442768812,,0.7265625,,,,,,,,,,,1.0,1.0,,,,,161,,,,,0.0,,0.0,,0.0
,,,0.016111111268401146,,0.6111111044883728,,,,,,,,,,,1.0,1.0,,,,,162,,,,,0.0,,0.0,,0.0
,,,0.01171875,,0.5078125,,,,,,,,,,,1.0,1.0,,,,,163,,,,,0.0,,0.0,,0.0
,,,0.0147569440305233,,0.5546875,,,,,,,,,,,1.0,1.0,,,,,164,,,,,0.0,,0.0,,0.0
,,,0.09225048124790192,,0.7740294933319092,,,,,,,,,,,1.0,1.0,,,,,165,,,,,0.0,,0.0,,0.0
,,,0.0789930522441864,,0.875,,,,,,,,,,,1.0,1.0,,,,,166,,,,,0.0,,0.0,,0.0
,,,0.0737847238779068,,0.84375,,,,,,,,,,,1.0,1.0,,,,,167,,,,,0.0,,0.0,,0.0
,,,0.1274651288986206,,0.8857907056808472,,,,,,,,,,,1.0,1.0,,,,,168,,,,,0.0,,0.0,,0.0
,,,0.0538194440305233,,0.953125,,,,,,,,,,,1.0,1.0,,,,,169,,,,,0.0,,0.0,,0.0
,,,0.0555555559694767,,0.9921875,,,,,,,,,,,1.0,1.0,,,,,170,,,,,0.0,,0.0,,0.0
,,,0.10707364976406097,,0.9172203540802002,,,,,,,,,,,1.0,1.0,,,,,171,,,,,0.0,,0.0,,0.0
,,,0.0205078125,,0.8671875,,,,,,,,,,,1.0,1.0,,,,,172,,,,,0.0,,0.0,,0.0
,,,0.0234375,,0.84375,,,,,,,,,,,1.0,1.0,,,,,173,,,,,0.0,,0.0,,0.0
,,,0.08205852657556534,,0.8801130652427673,,,,,,,,,,,1.0,1.0,,,,,174,,,,,0.0,,0.0,,0.0
,,,0.0355902761220932,,0.6875,,,,,,,,,,,1.0,1.0,,,,,175,,,,,0.0,,0.0,,0.0
,,,0.0355902761220932,,0.6953125,,,,,,,,,,,1.0,1.0,,,,,176,,,,,0.0,,0.0,,0.0
,,,0.0416666679084301,,0.6785714626312256,,,,,,,,,,,1.0,1.0,,,,,177,,,,,0.0,,0.0,,0.0
