import time: self [us] | cumulative | imported package
import time:      1996 |       6686 |                                                                 sympy.polys.agca.modules
import time:      2521 |       9206 |                                                               sympy.polys.agca.homomorphisms
import time:      2627 |      11832 |                                                             sympy.polys.agca
import time:      2054 |      13886 |                                                           sympy.polys.agca.extensions
import time:      1706 |      15591 |                                                         sympy.polys.matrices.eigen
import time:      2854 |      18445 |                                                       sympy.matrices.eigen
import time:      1859 |      20304 |                                                     sympy.matrices.solvers
import time:      1612 |       1612 |                                                     sympy.matrices.inverse
import time:      1874 |       1874 |                                                     sympy.matrices.subspaces
import time:      1426 |       1426 |                                                     sympy.matrices.graph
import time:      4700 |      62117 |                                                   sympy.matrices.matrixbase
import time:      2364 |       2364 |                                                   sympy.matrices.repmatrix
import time:      5502 |      97112 |                                                 sympy.matrices.dense
import time:      1627 |       1627 |                                                 sympy.matrices.sparse
import time:      1457 |       1457 |                                                 sympy.matrices.sparsetools
import time:      1685 |       1685 |                                                               sympy.strategies.util
import time:      3595 |       5280 |                                                             sympy.strategies.rl
import time:      1645 |       1645 |                                                               sympy.strategies.core
import time:      3428 |       5073 |                                                             sympy.strategies.traverse
import time:      1871 |       1871 |                                                             sympy.strategies.tools
import time:      1799 |       1799 |                                                                 sympy.strategies.branch.core
import time:      2600 |       4398 |                                                               sympy.strategies.branch.traverse
import time:      1341 |       1341 |                                                               sympy.strategies.branch.tools
import time:      2125 |       7864 |                                                             sympy.strategies.branch
import time:      8796 |      28881 |                                                           sympy.strategies
import time:      1811 |       1811 |                                                           sympy.matrices.expressions._shape
import time:      2313 |       2313 |                                                               sympy.matrices.expressions.special
import time:      1806 |       4118 |                                                             sympy.matrices.expressions.matpow
import time:      1747 |       5864 |                                                           sympy.matrices.expressions.inverse
import time:      1568 |       1568 |                                                           sympy.matrices.expressions.transpose
import time:      1941 |       1941 |                                                           sympy.matrices.expressions.permutation
import time:      7224 |      47286 |                                                         sympy.matrices.expressions.matmul
import time:      1653 |       1653 |                                                         sympy.matrices.expressions.matadd
import time:      1679 |       1679 |                                                         sympy.matrices.expressions.determinant
import time:      4287 |      54903 |                                                       sympy.matrices.expressions.matexpr
import time:      3001 |      57904 |                                                     sympy.matrices.expressions.slice
import time:      1960 |       1960 |                                                       sympy.matrices.expressions.trace
import time:      4902 |       6862 |                                                     sympy.matrices.expressions.blockmatrix
import time:      1587 |       1587 |                                                     sympy.matrices.expressions.companion
import time:      1828 |       1828 |                                                     sympy.matrices.expressions.funcmatrix
import time:      1545 |       1545 |                                                     sympy.matrices.expressions.adjoint
import time:      2021 |       2021 |                                                     sympy.matrices.expressions.hadamard
import time:      2138 |       2138 |                                                     sympy.matrices.expressions.diagonal
import time:      1545 |       1545 |                                                     sympy.matrices.expressions.dotproduct
import time:      1766 |       1766 |                                                     sympy.matrices.expressions.kronecker
import time:     17020 |      17020 |                                                     sympy.matrices.expressions.sets
import time:      6362 |     100573 |                                                   sympy.matrices.expressions
import time:     19263 |     119836 |                                                 sympy.matrices.immutable
import time:      3402 |     228350 |                                               sympy.matrices
import time:      3386 |     231736 |                                             sympy.polys.partfrac
import time:      5465 |       5465 |                                             sympy.polys.fields
import time:      7570 |     822365 |                                           sympy.polys
import time:      6881 |       6881 |                                             sympy.series.order
import time:      2181 |       2181 |                                                   sympy.calculus.euler
import time:      1848 |       1848 |                                                   sympy.calculus.singularities
import time:      1383 |       1383 |                                                   sympy.calculus.finite_diff
import time:      2489 |       2489 |                                                     sympy.calculus.accumulationbounds
import time:      1598 |       4087 |                                                   sympy.calculus.util
import time:      5274 |      14771 |                                                 sympy.calculus
import time:        68 |      14838 |                                               sympy.calculus.accumulationbounds
import time:      1626 |       1626 |                                               sympy.series.gruntz
import time:      3410 |      19874 |                                             sympy.series.limits
import time:      1695 |       1695 |                                             sympy.series.series
import time:      1529 |       1529 |                                             sympy.series.approximants
import time:      1548 |       1548 |                                             sympy.series.residues
import time:      3004 |       3004 |                                             sympy.series.sequences
import time:      1920 |       1920 |                                               sympy.series.series_class
import time:      1778 |       3697 |                                             sympy.series.fourier
import time:      2032 |       2032 |                                                   sympy.discrete.transforms
import time:      1447 |       1447 |                                                   sympy.discrete.convolutions
import time:      5166 |       8644 |                                                 sympy.discrete
import time:        69 |       8713 |                                               sympy.discrete.convolutions
import time:      2781 |      11494 |                                             sympy.series.formal
import time:      1425 |       1425 |                                             sympy.series.limitseq
import time:      5848 |      56991 |                                           sympy.series
import time:      1758 |       1758 |                                                 sympy.concrete.expr_with_limits
import time:      1559 |       3317 |                                               sympy.concrete.expr_with_intlimits
import time:      1521 |       1521 |                                                 sympy.concrete.gosper
import time:      3026 |       3026 |                                                       sympy.integrals.rationaltools
import time:     11719 |      11719 |                                                       sympy.integrals.deltafunctions
import time:      4432 |       4432 |                                                       sympy.integrals.meijerint
import time:      9622 |       9622 |                                                       sympy.integrals.trigonometry
import time:     13488 |      42286 |                                                     sympy.integrals.integrals
import time:      1285 |       1285 |                                                             sympy.polys.domainmatrix
import time:      1808 |       3093 |                                                           sympy.polys.solvers
import time:      1741 |       4833 |                                                         sympy.polys.matrices.linsolve
import time:      2761 |       7594 |                                                       sympy.integrals.laplace
import time:      4492 |      12086 |                                                     sympy.integrals.transforms
import time:      1269 |       1269 |                                                     sympy.integrals.singularityfunctions
import time:     13556 |      69195 |                                                   sympy.integrals
import time:        59 |      69254 |                                                 sympy.integrals.integrals
import time:      2008 |      72782 |                                               sympy.concrete.summations
import time:      1989 |      78087 |                                             sympy.concrete.products
import time:      2390 |      80476 |                                           sympy.concrete
import time:      1465 |       1465 |                                                 sympy.simplify.gammasimp
import time:      1508 |       2972 |                                               sympy.simplify.combsimp
import time:      1266 |       1266 |                                               sympy.simplify.cse_opts
import time:      1541 |       1541 |                                                 sympy.simplify.powsimp
import time:      6726 |       8267 |                                               sympy.simplify.hyperexpand
import time:      1731 |       1731 |                                                 sympy.simplify.sqrtdenest
import time:      1635 |       3365 |                                               sympy.simplify.radsimp
import time:      1426 |       1426 |                                                 sympy.simplify.cse_main
import time:      1768 |       1768 |                                                 sympy.strategies.tree
import time:      2518 |       5711 |                                               sympy.simplify.trigsimp
import time:      3357 |      24936 |                                             sympy.simplify.simplify
import time:      2630 |       2630 |                                             sympy.simplify.fu
import time:     17384 |      17384 |                                             sympy.simplify.epathtools
import time:      6936 |       6936 |                                             sympy.simplify.ratsimp
import time:      3994 |      55878 |                                           sympy.simplify
import time:      5265 |       5265 |                                               sympy.solvers.polysys
import time:      3644 |       3644 |                                               sympy.solvers.bivariate
import time:     10205 |      19114 |                                             sympy.solvers.solvers
import time:      2272 |       2272 |                                                 sympy.solvers.solveset
import time:      3390 |       5662 |                                               sympy.solvers.diophantine.diophantine
import time:      2224 |       7885 |                                             sympy.solvers.diophantine
import time:      1483 |       1483 |                                             sympy.solvers.recurr
import time:      1585 |       1585 |                                                 sympy.solvers.deutils
import time:      1846 |       1846 |                                                   sympy.solvers.ode.riccati
import time:      1367 |       1367 |                                                   sympy.solvers.ode.hypergeometric
import time:      1377 |       1377 |                                                     sympy.solvers.ode.subscheck
import time:      1488 |       2865 |                                                   sympy.solvers.ode.nonhomogeneous
import time:      1831 |       1831 |                                                     sympy.solvers.pde
import time:      4757 |       6587 |                                                   sympy.solvers.ode.lie_group
import time:      2644 |      15308 |                                                 sympy.solvers.ode.single
import time:      3424 |      20316 |                                               sympy.solvers.ode.ode
import time:      2049 |       2049 |                                               sympy.solvers.ode.systems
import time:      2390 |      24753 |                                             sympy.solvers.ode
import time:      2005 |       2005 |                                             sympy.solvers.inequalities
import time:      3131 |       3131 |                                             sympy.solvers.decompogen
import time:      2126 |       2126 |                                             sympy.solvers.simplex
import time:     10633 |      71126 |                                           sympy.solvers
import time:     12679 |      12679 |                                               sympy.geometry.exceptions
import time:     13189 |      13189 |                                                 sympy.sets.handlers.intersection
import time:     13122 |      13122 |                                                 sympy.sets.handlers.union
import time:      4462 |      30772 |                                               sympy.geometry.entity
import time:     15330 |      58780 |                                             sympy.geometry.point
import time:      2906 |       2906 |                                               sympy.geometry.util
import time:      3073 |       5978 |                                             sympy.geometry.line
import time:      2178 |       2178 |                                             sympy.geometry.plane
import time:      2222 |       2222 |                                               sympy.geometry.polygon
import time:      2342 |       4563 |                                             sympy.geometry.ellipse
import time:      1338 |       1338 |                                             sympy.geometry.curve
import time:      1372 |       1372 |                                             sympy.geometry.parabola
import time:      2392 |      76599 |                                           sympy.geometry
import time:      2501 |       2501 |                                             sympy.parsing.sympy_parser
import time:      2431 |       4931 |                                           sympy.parsing
import time:      2557 |       2557 |                                             sympy.algebras.quaternion
import time:      5237 |       7794 |                                           sympy.algebras
import time:      1894 |       1894 |                                                 sympy.plotting.backends
import time:      1319 |       1319 |                                                   sympy.plotting.utils
import time:      3622 |       3622 |                                                       sympy.plotting.intervalmath.interval_membership
import time:      9871 |      13492 |                                                     sympy.plotting.intervalmath.interval_arithmetic
import time:      1763 |       1763 |                                                     sympy.plotting.intervalmath.lib_interval
import time:     17767 |      33020 |                                                   sympy.plotting.intervalmath
import time:      2614 |      36953 |                                                 sympy.plotting.series
import time:      3369 |      42216 |                                               sympy.plotting.backends.base_backend
import time:      6297 |       6297 |                                                 sympy.plotting.backends.matplotlibbackend.matplotlib
import time:      7815 |      14112 |                                               sympy.plotting.backends.matplotlibbackend
import time:      1849 |       1849 |                                                   sympy.plotting.textplot
import time:      2549 |       4397 |                                                 sympy.plotting.backends.textbackend.text
import time:      8311 |      12708 |                                               sympy.plotting.backends.textbackend
import time:      1362 |       1362 |                                               sympy.plotting.plotgrid
import time:      3970 |      74366 |                                             sympy.plotting.plot
import time:      1469 |       1469 |                                             sympy.plotting.plot_implicit
import time:      1986 |       1986 |                                             sympy.plotting.pygletplot
import time:      2329 |      80148 |                                           sympy.plotting
import time:      2153 |       2153 |                                             sympy.interactive.printing
import time:      1427 |       1427 |                                             sympy.interactive.session
import time:      1369 |       1369 |                                             sympy.interactive.traversal
import time:      2966 |       7913 |                                           sympy.interactive
import time:      4773 |    1591566 |                                         sympy
import time:      2981 |       2981 |                                         torch.utils._sympy.numbers
import time:      9807 |    1606599 |                                       torch.utils._sympy.functions
import time:      1957 |       1957 |                                       torch.utils._sympy.printers
import time:      2152 |       2152 |                                       torch.utils._sympy.singleton_int
import time:      1416 |       1416 |                                       torch.utils._sympy.solve
import time:      1571 |       1571 |                                       torch.utils._sympy.symbol
import time:      1412 |       1412 |                                         torch.utils._sympy.interp
import time:      3023 |       4435 |                                       torch.utils._sympy.value_ranges
import time:     19844 |    1647148 |                                     torch.fx.experimental.symbolic_shapes
import time:      5473 |       5473 |                                     torch._dynamo.metrics_context
import time:      1884 |       1884 |                                     torch.utils._triton
import time:      1565 |       1565 |                                           torch._numpy._casting_dicts
import time:      2075 |       3640 |                                         torch._numpy._dtypes_impl
import time:      1683 |       1683 |                                         torch._numpy._util
import time:      2941 |       2941 |                                           torch._numpy._dtypes
import time:      2235 |       5175 |                                         torch._numpy._normalizations
import time:      3095 |      13591 |                                       torch._numpy.fft
import time:      3591 |       3591 |                                       torch._numpy.linalg
import time:      6228 |       6228 |                                       torch._numpy.random
import time:     70696 |      70696 |                                         torch._numpy._funcs_impl
import time:     13185 |      13185 |                                         torch._numpy._reductions_impl
import time:      7246 |      91126 |                                       torch._numpy._funcs
import time:     12123 |      12123 |                                       torch._numpy._getlimits
import time:      1491 |       1491 |                                           torch._numpy._binary_ufuncs_impl
import time:      1212 |       1212 |                                           torch._numpy._unary_ufuncs_impl
import time:      2188 |       4890 |                                         torch._numpy._ufuncs
import time:      3971 |       8860 |                                       torch._numpy._ndarray
import time:      3505 |     139022 |                                     torch._numpy
import time:      2512 |       2512 |                                       numpy.fft._helper
import time:       798 |        798 |                                         numpy.fft._pocketfft_umath
import time:      1869 |       2666 |                                       numpy.fft._pocketfft
import time:      3181 |       8357 |                                     numpy.fft
import time:      1126 |       1126 |                                           numpy.random._common
import time:       281 |        281 |                                             hmac
import time:       269 |        550 |                                           secrets
import time:      1202 |       2876 |                                         numpy.random.bit_generator
import time:      1760 |       4635 |                                       numpy.random._bounded_integers
import time:       830 |        830 |                                           numpy.random._pcg64
import time:      2281 |       3111 |                                         numpy.random._generator
import time:       935 |        935 |                                         numpy.random._mt19937
import time:      4005 |       4005 |                                         numpy.random._philox
import time:       722 |        722 |                                         numpy.random._sfc64
import time:      2390 |       2390 |                                         numpy.random.mtrand
import time:      1967 |      13126 |                                       numpy.random._pickle
import time:      2417 |      20177 |                                     numpy.random
import time:      3358 |       3358 |                                                     triton.backends.driver
import time:      3079 |       3079 |                                                     triton.backends.compiler
import time:      1697 |       1697 |                                                       triton._C
import time:     13978 |      15675 |                                                     triton._C.libtriton
import time:      1351 |       1351 |                                                           distutils.debug
import time:      1454 |       1454 |                                                           distutils.errors
import time:       224 |        224 |                                                               getopt
import time:      4558 |       4781 |                                                             distutils.fancy_getopt
import time:      1450 |       1450 |                                                               distutils.dep_util
import time:      1732 |       1732 |                                                                 distutils.log
import time:      1493 |       3225 |                                                               distutils.spawn
import time:      1678 |       6352 |                                                             distutils.util
import time:      1912 |      13043 |                                                           distutils.dist
import time:      1577 |       1577 |                                                             distutils.dir_util
import time:      2351 |       2351 |                                                             distutils.file_util
import time:      1612 |       1612 |                                                             distutils.archive_util
import time:      1940 |       7478 |                                                           distutils.cmd
import time:      4580 |       4580 |                                                             configparser
import time:     12691 |      17271 |                                                           distutils.config
import time:      2051 |       2051 |                                                           distutils.extension
import time:      9577 |      52222 |                                                         _distutils_hack.override
import time:      1706 |       1706 |                                                         setuptools._deprecation_warning
import time:       163 |        163 |                                                                 xml.parsers
import time:       367 |        530 |                                                               xml.parsers.expat
import time:      1653 |       2182 |                                                             plistlib
import time:      5317 |       5317 |                                                                 pkg_resources.extern
import time:      2319 |       2319 |                                                                   pkg_resources._vendor
import time:      4006 |       6324 |                                                                 pkg_resources._vendor.jaraco
import time:      1888 |      13528 |                                                               pkg_resources.extern.jaraco
import time:      1676 |       1676 |                                                                       pkg_resources._vendor.more_itertools.recipes
import time:      4949 |       6625 |                                                                     pkg_resources._vendor.more_itertools.more
import time:      4801 |      11426 |                                                                   pkg_resources._vendor.more_itertools
import time:       300 |      11725 |                                                                 pkg_resources.extern.more_itertools
import time:      2023 |      13748 |                                                               pkg_resources.extern.jaraco.functools
import time:      1618 |       1618 |                                                               pkg_resources.extern.jaraco.context
import time:      4718 |      33610 |                                                             pkg_resources.extern.jaraco.text
import time:      1753 |       1753 |                                                               pkg_resources._vendor.appdirs
import time:       330 |       2082 |                                                             pkg_resources.extern.appdirs
import time:      2759 |       2759 |                                                                 pkg_resources._vendor.packaging.__about__
import time:      2552 |       5311 |                                                               pkg_resources._vendor.packaging
import time:       245 |       5556 |                                                             pkg_resources.extern.packaging
import time:      1776 |       1776 |                                                               pkg_resources.extern.packaging._structures
import time:      4507 |       6282 |                                                             pkg_resources.extern.packaging.version
import time:      2295 |       2295 |                                                                   pkg_resources._vendor.packaging._manylinux
import time:      1870 |       1870 |                                                                   pkg_resources._vendor.packaging._musllinux
import time:      2378 |       6542 |                                                                 pkg_resources.extern.packaging.tags
import time:      5082 |      11623 |                                                               pkg_resources.extern.packaging.utils
import time:      6200 |      17823 |                                                             pkg_resources.extern.packaging.specifiers
import time:      3501 |       3501 |                                                                   pkg_resources._vendor.pyparsing.util
import time:      2558 |       2558 |                                                                     pkg_resources._vendor.pyparsing.unicode
import time:      3771 |       6328 |                                                                   pkg_resources._vendor.pyparsing.exceptions
import time:      1954 |       1954 |                                                                   pkg_resources._vendor.pyparsing.actions
import time:      2260 |       2260 |                                                                     pkg_resources._vendor.pyparsing.results
import time:     12170 |      14429 |                                                                   pkg_resources._vendor.pyparsing.core
import time:      4204 |       4204 |                                                                   pkg_resources._vendor.pyparsing.helpers
import time:      1920 |       1920 |                                                                   pkg_resources._vendor.pyparsing.testing
import time:      5567 |       5567 |                                                                   pkg_resources._vendor.pyparsing.common
import time:      3084 |      40984 |                                                                 pkg_resources._vendor.pyparsing
import time:       363 |      41347 |                                                               pkg_resources.extern.pyparsing
import time:      4825 |       4825 |                                                               pkg_resources.extern.packaging.markers
import time:      8189 |      54360 |                                                             pkg_resources.extern.packaging.requirements
import time:    305927 |     427818 |                                                           pkg_resources
import time:      1780 |     429598 |                                                         setuptools.version
import time:      2369 |       2369 |                                                             distutils.filelist
import time:      1783 |       4151 |                                                           setuptools.monkey
import time:      1750 |       5900 |                                                         setuptools.extension
import time:      6404 |       6404 |                                                           distutils.command
import time:      2669 |       2669 |                                                           setuptools.extern
import time:      2582 |       2582 |                                                               setuptools._vendor
import time:      2494 |       2494 |                                                               setuptools._vendor.packaging.__about__
import time:      3863 |       8937 |                                                             setuptools._vendor.packaging
import time:      1431 |      10367 |                                                           setuptools.extern.packaging
import time:      6333 |       6333 |                                                             setuptools._vendor.ordered_set
import time:       395 |       6728 |                                                           setuptools.extern.ordered_set
import time:      1486 |       1486 |                                                                 setuptools._vendor.more_itertools.recipes
import time:      3766 |       5252 |                                                               setuptools._vendor.more_itertools.more
import time:      2203 |       7455 |                                                             setuptools._vendor.more_itertools
import time:       345 |       7799 |                                                           setuptools.extern.more_itertools
import time:      1217 |       1217 |                                                           setuptools._importlib
import time:      2288 |       2288 |                                                             distutils.command.bdist
import time:      2234 |       4521 |                                                           setuptools.command
import time:      1808 |       1808 |                                                           setuptools.windows_support
import time:      2909 |       2909 |                                                                     setuptools._vendor.pyparsing.util
import time:      2523 |       2523 |                                                                       setuptools._vendor.pyparsing.unicode
import time:      4190 |       6712 |                                                                     setuptools._vendor.pyparsing.exceptions
import time:      2270 |       2270 |                                                                     setuptools._vendor.pyparsing.actions
import time:      2230 |       2230 |                                                                       setuptools._vendor.pyparsing.results
import time:     13123 |      15352 |                                                                     setuptools._vendor.pyparsing.core
import time:      9145 |       9145 |                                                                     setuptools._vendor.pyparsing.helpers
import time:      2427 |       2427 |                                                                     setuptools._vendor.pyparsing.testing
import time:      6605 |       6605 |                                                                     setuptools._vendor.pyparsing.common
import time:      3768 |      49186 |                                                                   setuptools._vendor.pyparsing
import time:       305 |      49490 |                                                                 setuptools.extern.pyparsing
import time:      2058 |       2058 |                                                                         setuptools._vendor.packaging._manylinux
import time:      2400 |       2400 |                                                                         setuptools._vendor.packaging._musllinux
import time:      2730 |       7187 |                                                                       setuptools.extern.packaging.tags
import time:      1650 |       1650 |                                                                         setuptools.extern.packaging._structures
import time:      2743 |       4393 |                                                                       setuptools.extern.packaging.version
import time:      2202 |      13780 |                                                                     setuptools.extern.packaging.utils
import time:      2702 |      16482 |                                                                   setuptools.extern.packaging.specifiers
import time:      4261 |      20742 |                                                                 setuptools.extern.packaging.markers
import time:      4955 |      75186 |                                                               setuptools.extern.packaging.requirements
import time:      3239 |       3239 |                                                                 setuptools._path
import time:      4003 |       7241 |                                                               setuptools.config.expand
import time:      4023 |      86449 |                                                             setuptools.config.setupcfg
import time:      2411 |      88860 |                                                           setuptools.config
import time:      1756 |       1756 |                                                             setuptools.errors
import time:      3241 |       3241 |                                                                 email._header_value_parser
import time:       685 |       3926 |                                                               email.headerregistry
import time:      2938 |       6863 |                                                             setuptools.config._apply_pyprojecttoml
import time:      2454 |      11072 |                                                           setuptools.config.pyprojecttoml
import time:      1917 |       1917 |                                                           setuptools.discovery
import time:      2345 |       2345 |                                                                 setuptools._vendor.jaraco
import time:       539 |       2884 |                                                               setuptools.extern.jaraco
import time:      2342 |       2342 |                                                               setuptools.extern.jaraco.functools
import time:      2317 |       2317 |                                                               setuptools.extern.jaraco.context
import time:      4373 |      11914 |                                                             setuptools.extern.jaraco.text
import time:      1545 |      13458 |                                                           setuptools._reqs
import time:      2144 |       2144 |                                                             setuptools._itertools
import time:      1670 |       3813 |                                                           setuptools._entry_points
import time:      3696 |     164322 |                                                         setuptools.dist
import time:      1992 |       1992 |                                                             setuptools.py34compat
import time:      1694 |       3685 |                                                           setuptools._imp
import time:      1721 |       5405 |                                                         setuptools.depends
import time:      1663 |       1663 |                                                         setuptools.logging
import time:      5657 |     666470 |                                                       setuptools
import time:      1592 |     668061 |                                                     triton.runtime.build
import time:      2193 |       2193 |                                                     triton.runtime.cache
import time:     25164 |     717527 |                                                   triton.backends
import time:      9083 |     726609 |                                                 triton.runtime.driver
import time:     16341 |     742950 |                                               triton.runtime.jit
import time:      1606 |       1606 |                                                 triton.errors
import time:      2223 |       3829 |                                               triton.runtime.errors
import time:      2765 |     749543 |                                             triton.runtime.autotuner
import time:      2469 |     752012 |                                           triton.runtime
import time:      9734 |       9734 |                                                 triton.tools
import time:      3928 |      13662 |                                               triton.tools.disasm
import time:      2758 |       2758 |                                                       triton.language.semantic
import time:      2018 |       2018 |                                                       triton.language._utils
import time:     11209 |      15984 |                                                     triton.language.core
import time:      7655 |      23638 |                                                   triton.language.math
import time:      4597 |       4597 |                                                       triton.language.extra.cuda.libdevice
import time:      4552 |       4552 |                                                       triton.language.extra.cuda.utils
import time:      5853 |       5853 |                                                       triton.language.extra.cuda._experimental_tma
import time:      2724 |      17726 |                                                     triton.language.extra.cuda
import time:      6359 |       6359 |                                                       triton.language.extra.hip.libdevice
import time:      2604 |       8963 |                                                     triton.language.extra.hip
import time:     34604 |      61291 |                                                   triton.language.extra
import time:     61322 |      61322 |                                                   triton.language.standard
import time:     47665 |      47665 |                                                   triton.language.random
import time:      3010 |     196925 |                                                 triton.language
import time:      1685 |       1685 |                                                 triton.compiler.errors
import time:      3432 |     202041 |                                               triton.compiler.code_generator
import time:      3446 |     219147 |                                             triton.compiler.compiler
import time:      2754 |     221901 |                                           triton.compiler
import time:      1935 |       1935 |                                           triton.testing
import time:      2896 |     978743 |                                         triton
import time:        62 |     978805 |                                       triton.compiler
import time:        55 |     978859 |                                     triton.compiler.compiler
import time:     20602 |    2856682 |                                   torch._dynamo.utils
import time:     17482 |    2874163 |                                 torch._dynamo.exc
import time:      2007 |       2007 |                                 torch._dynamo.logging
import time:      6656 |       6656 |                                   torch._inductor.test_operators
import time:      2386 |       2386 |                                       torch._dynamo.bytecode_analysis
import time:      3422 |       5808 |                                     torch._dynamo.bytecode_transformation
import time:      3905 |       9712 |                                   torch._dynamo.resume_execution
import time:      2991 |       2991 |                                       torch._dynamo.current_scope_id
import time:      2928 |       2928 |                                         torch.utils._device
import time:     21690 |      21690 |                                         torch._dynamo.source
import time:      2901 |       2901 |                                         torch._dynamo.mutation_guard
import time:      3016 |       3016 |                                             torch._functorch._aot_autograd.functional_utils
import time:      2207 |       2207 |                                               torch.testing._internal
